;id_res;id_vig;t;vig_rating_live;vig_rating_work;vig_rating_social_ben;vig_gender;vig_origin;vig_reason;vig_qualific;vig_language;vig_religion;res_gender;res_educ_cat1;res_religious_denom;res_migr_friends;res_eastgerman;res_age;res_empl;weight
5222;92IZIS;8.0;first;3.0;7.0;4.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Female;Medium;None;Some;Yes;28.0;Full-time employed;0.8080205
5223;92IZIS;8.0;second;5.0;5.0;4.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Female;Medium;None;Few;Yes;29.0;Full-time employed;0.8080205
5224;92IZIS;9.0;first;4.0;7.0;3.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Female;Medium;None;Some;Yes;28.0;Full-time employed;0.8080205
5225;92IZIS;9.0;second;5.0;7.0;4.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Female;Medium;None;Few;Yes;29.0;Full-time employed;0.8080205
5226;92IZIS;10.0;first;3.0;7.0;1.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Female;Medium;None;Some;Yes;28.0;Full-time employed;0.8080205
5227;92IZIS;10.0;second;5.0;7.0;3.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Female;Medium;None;Few;Yes;29.0;Full-time employed;0.8080205
5228;92IZIS;11.0;first;4.0;7.0;3.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;Medium;None;Some;Yes;28.0;Full-time employed;0.8080205
5229;92IZIS;11.0;second;5.0;7.0;4.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;Medium;None;Few;Yes;29.0;Full-time employed;0.8080205
5230;92IZIS;12.0;first;1.0;1.0;1.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;Medium;None;Some;Yes;28.0;Full-time employed;0.8080205
5231;92IZIS;12.0;second;1.0;3.0;1.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;Medium;None;Few;Yes;29.0;Full-time employed;0.8080205
5232;92IZIS;13.0;first;1.0;3.0;2.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;Medium;None;Some;Yes;28.0;Full-time employed;0.8080205
5233;92IZIS;13.0;second;1.0;3.0;1.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;Medium;None;Few;Yes;29.0;Full-time employed;0.8080205
5234;92IZIS;14.0;first;3.0;7.0;2.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;Medium;None;Some;Yes;28.0;Full-time employed;0.8080205
5235;92IZIS;14.0;second;4.0;5.0;3.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;Medium;None;Few;Yes;29.0;Full-time employed;0.8080205
5236;93TRIM;1.0;first;5.0;6.0;5.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5237;93TRIM;1.0;second;5.0;5.0;5.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5238;93TRIM;2.0;first;7.0;7.0;5.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5239;93TRIM;2.0;second;5.0;5.0;5.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5240;93TRIM;3.0;first;7.0;7.0;7.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5241;93TRIM;3.0;second;7.0;7.0;5.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5242;93TRIM;4.0;first;6.0;6.0;5.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5243;93TRIM;4.0;second;2.0;2.0;2.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5244;93TRIM;5.0;first;7.0;7.0;7.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5245;93TRIM;5.0;second;7.0;7.0;5.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5246;93TRIM;6.0;first;6.0;6.0;5.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5247;93TRIM;6.0;second;4.0;4.0;4.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5248;93TRIM;7.0;first;6.0;6.0;5.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5249;93TRIM;7.0;second;2.0;2.0;2.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5250;93TRIM;8.0;first;6.0;6.0;5.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5251;93TRIM;8.0;second;5.0;5.0;5.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5252;93TRIM;9.0;first;6.0;6.0;5.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5253;93TRIM;9.0;second;5.0;5.0;5.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5254;93TRIM;10.0;first;6.0;6.0;5.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5255;93TRIM;10.0;second;4.0;4.0;4.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5256;93TRIM;11.0;first;7.0;7.0;7.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5257;93TRIM;11.0;second;7.0;7.0;5.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5258;93TRIM;12.0;first;5.0;6.0;5.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5259;93TRIM;12.0;second;4.0;4.0;4.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5260;93TRIM;13.0;first;7.0;7.0;7.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5261;93TRIM;13.0;second;7.0;7.0;5.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5262;93TRIM;14.0;first;7.0;7.0;5.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Few;Yes;53.0;Full-time employed;11.087.606
5263;93TRIM;14.0;second;5.0;5.0;5.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;None;Yes;54.0;Full-time employed;11.087.606
5264;94GV3G;1.0;first;1.0;1.0;1.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5265;94GV3G;1.0;second;4.0;4.0;1.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5266;94GV3G;2.0;first;1.0;1.0;1.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5267;94GV3G;2.0;second;4.0;4.0;1.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5268;94GV3G;3.0;first;5.0;7.0;1.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5269;94GV3G;3.0;second;6.0;6.0;1.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5270;94GV3G;4.0;first;4.0;5.0;1.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5271;94GV3G;4.0;second;4.0;4.0;1.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5272;94GV3G;5.0;first;1.0;1.0;1.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5273;94GV3G;5.0;second;1.0;1.0;1.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5274;94GV3G;6.0;first;1.0;1.0;1.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5275;94GV3G;6.0;second;2.0;2.0;1.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5276;94GV3G;7.0;first;1.0;1.0;1.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5277;94GV3G;7.0;second;1.0;1.0;1.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5278;94GV3G;8.0;first;1.0;1.0;1.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5279;94GV3G;8.0;second;1.0;1.0;1.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5280;94GV3G;9.0;first;1.0;1.0;1.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5281;94GV3G;9.0;second;4.0;4.0;1.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5282;94GV3G;10.0;first;1.0;1.0;1.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5283;94GV3G;10.0;second;5.0;5.0;1.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5284;94GV3G;11.0;first;5.0;7.0;1.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5285;94GV3G;11.0;second;5.0;5.0;1.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5286;94GV3G;12.0;first;1.0;1.0;1.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5287;94GV3G;12.0;second;4.0;4.0;1.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5288;94GV3G;13.0;first;1.0;1.0;1.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5289;94GV3G;13.0;second;1.0;1.0;1.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5290;94GV3G;14.0;first;1.0;1.0;1.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Male;Medium;None;Few;No;62.0;Not in labor force;11.440.729
5291;94GV3G;14.0;second;1.0;1.0;1.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Male;Medium;None;Few;No;63.0;Not in labor force;11.440.729
5292;96D1HW;1.0;first;7.0;7.0;7.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5293;96D1HW;1.0;second;7.0;7.0;7.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Male;High;None;None;No;40.0;Unemployed;11.210.802
5294;96D1HW;2.0;first;7.0;7.0;7.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5295;96D1HW;2.0;second;7.0;7.0;7.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Male;High;None;None;No;40.0;Unemployed;11.210.802
5296;96D1HW;3.0;first;7.0;7.0;7.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5297;96D1HW;3.0;second;7.0;7.0;7.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Male;High;None;None;No;40.0;Unemployed;11.210.802
5298;96D1HW;4.0;first;7.0;7.0;7.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5299;96D1HW;4.0;second;7.0;7.0;7.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Male;High;None;None;No;40.0;Unemployed;11.210.802
5300;96D1HW;5.0;first;7.0;7.0;7.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5301;96D1HW;5.0;second;7.0;7.0;7.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Male;High;None;None;No;40.0;Unemployed;11.210.802
5302;96D1HW;6.0;first;7.0;7.0;7.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5303;96D1HW;6.0;second;7.0;7.0;7.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Male;High;None;None;No;40.0;Unemployed;11.210.802
5304;96D1HW;7.0;first;7.0;7.0;7.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5305;96D1HW;7.0;second;7.0;7.0;7.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Male;High;None;None;No;40.0;Unemployed;11.210.802
5306;96D1HW;8.0;first;7.0;7.0;7.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5307;96D1HW;8.0;second;7.0;7.0;7.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Male;High;None;None;No;40.0;Unemployed;11.210.802
5308;96D1HW;9.0;first;7.0;7.0;7.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5309;96D1HW;9.0;second;7.0;7.0;7.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Male;High;None;None;No;40.0;Unemployed;11.210.802
5310;96D1HW;10.0;first;7.0;7.0;7.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5311;96D1HW;10.0;second;7.0;7.0;7.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Male;High;None;None;No;40.0;Unemployed;11.210.802
5312;96D1HW;11.0;first;7.0;7.0;7.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5313;96D1HW;11.0;second;7.0;7.0;7.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Male;High;None;None;No;40.0;Unemployed;11.210.802
5314;96D1HW;12.0;first;7.0;7.0;7.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5315;96D1HW;12.0;second;7.0;7.0;7.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Male;High;None;None;No;40.0;Unemployed;11.210.802
5316;96D1HW;13.0;first;7.0;7.0;7.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5317;96D1HW;13.0;second;7.0;7.0;7.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Male;High;None;None;No;40.0;Unemployed;11.210.802
5318;96D1HW;14.0;first;7.0;7.0;7.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Male;High;None;Few;No;39.0;Unemployed;11.210.802
5319;96D1HW;14.0;second;7.0;7.0;7.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Male;High;None;None;No;40.0;Unemployed;11.210.802
5320;98PKMB;1.0;first;7.0;7.0;3.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5321;98PKMB;1.0;second;4.0;7.0;2.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5322;98PKMB;2.0;first;7.0;7.0;7.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5323;98PKMB;2.0;second;7.0;7.0;7.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5324;98PKMB;3.0;first;7.0;7.0;7.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5325;98PKMB;3.0;second;7.0;7.0;4.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5326;98PKMB;4.0;first;7.0;7.0;7.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5327;98PKMB;4.0;second;7.0;7.0;2.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5328;98PKMB;5.0;first;7.0;7.0;3.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5329;98PKMB;5.0;second;7.0;7.0;4.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5330;98PKMB;6.0;first;7.0;7.0;7.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5331;98PKMB;6.0;second;7.0;7.0;7.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5332;98PKMB;7.0;first;7.0;7.0;7.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5333;98PKMB;7.0;second;7.0;7.0;2.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5334;98PKMB;8.0;first;7.0;7.0;7.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5335;98PKMB;8.0;second;7.0;7.0;7.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5336;98PKMB;9.0;first;7.0;7.0;7.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5337;98PKMB;9.0;second;7.0;7.0;7.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5338;98PKMB;10.0;first;7.0;7.0;7.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5339;98PKMB;10.0;second;7.0;7.0;7.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5340;98PKMB;11.0;first;7.0;7.0;7.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5341;98PKMB;11.0;second;7.0;7.0;2.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5342;98PKMB;12.0;first;7.0;7.0;3.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5343;98PKMB;12.0;second;3.0;7.0;2.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5344;98PKMB;13.0;first;7.0;7.0;3.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5345;98PKMB;13.0;second;4.0;7.0;2.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5346;98PKMB;14.0;first;7.0;7.0;7.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Some;Yes;39.0;Full-time employed;0.7464082
5347;98PKMB;14.0;second;7.0;7.0;7.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Few;Yes;40.0;Full-time employed;0.7464082
5348;99V688;1.0;first;2.0;2.0;2.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Male;High;None;None;Yes;31.0;Unemployed;11.210.802
5349;99V688;1.0;second;5.0;6.0;6.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Male;High;None;None;Yes;32.0;Unemployed;11.210.802
5350;99V688;2.0;first;5.0;3.0;3.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Male;High;None;None;Yes;31.0;Unemployed;11.210.802
5351;99V688;2.0;second;7.0;6.0;6.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Male;High;None;None;Yes;32.0;Unemployed;11.210.802
5352;99V688;3.0;first;6.0;6.0;6.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Male;High;None;None;Yes;31.0;Unemployed;11.210.802
5353;99V688;3.0;second;5.0;6.0;6.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Male;High;None;None;Yes;32.0;Unemployed;11.210.802
5354;99V688;4.0;first;2.0;2.0;2.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Male;High;None;None;Yes;31.0;Unemployed;11.210.802
5355;99V688;4.0;second;5.0;6.0;6.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Male;High;None;None;Yes;32.0;Unemployed;11.210.802
5356;99V688;5.0;first;2.0;2.0;2.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Male;High;None;None;Yes;31.0;Unemployed;11.210.802
5357;99V688;5.0;second;5.0;6.0;6.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Male;High;None;None;Yes;32.0;Unemployed;11.210.802
5358;99V688;6.0;first;5.0;3.0;3.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Male;High;None;None;Yes;31.0;Unemployed;11.210.802
5359;99V688;6.0;second;7.0;6.0;6.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Male;High;None;None;Yes;32.0;Unemployed;11.210.802
5360;99V688;7.0;first;2.0;2.0;2.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Male;High;None;None;Yes;31.0;Unemployed;11.210.802
5361;99V688;7.0;second;5.0;6.0;6.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Male;High;None;None;Yes;32.0;Unemployed;11.210.802
5362;99V688;8.0;first;6.0;3.0;6.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Male;High;None;None;Yes;31.0;Unemployed;11.210.802
5363;99V688;8.0;second;7.0;6.0;6.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Male;High;None;None;Yes;32.0;Unemployed;11.210.802
5364;99V688;9.0;first;5.0;3.0;3.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Male;High;None;None;Yes;31.0;Unemployed;11.210.802
5365;99V688;9.0;second;7.0;6.0;6.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Male;High;None;None;Yes;32.0;Unemployed;11.210.802
5366;99V688;10.0;first;6.0;6.0;6.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Male;High;None;None;Yes;31.0;Unemployed;11.210.802
5367;99V688;10.0;second;5.0;6.0;6.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Male;High;None;None;Yes;32.0;Unemployed;11.210.802
5368;99V688;11.0;first;2.0;2.0;2.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Male;High;None;None;Yes;31.0;Unemployed;11.210.802
