Year,Country / territory of asylum/residence,Origin,RSD procedure type / level,Tota pending start-year,of which UNHCR-assisted(start-year),Applied during year,decisions_recognized,decisions_other,Rejected,Otherwise closed,Total decisions,Total pending end-year,of which UNHCR-assisted(end-year)
2000,Belgium,Various/Unknown,G / FA,39114.0,0,0,0,0,0,0,,45000,0
2000,Austria,Various/Unknown,G / FA,0.0,0,112,4,0,122,56,182,9945,0
2000,Ukraine,Yemen,G / FI,0.0,0,1,0,0,1,0,1,0,0
2000,Turkey,Yemen,U / FI,0.0,0,1,0,0,0,1,1,0,0
2000,Sweden,Yemen,G / AR,0.0,0,0,0,0,2,0,2,0,0
2000,Sweden,Yemen,G / FI,0.0,0,5,0,0,5,0,5,0,0
2000,Romania,Yemen,G / FI,0.0,0,1,0,0,0,0,,0,0
2000,Norway,Yemen,G / FI,0.0,0,0,0,0,0,1,1,0,0
2000,Netherlands,Yemen,G / JR,0.0,0,0,0,0,0,0,,7,0
2000,Netherlands,Yemen,G / AR,0.0,0,0,0,6,11,18,35,50,0
2000,Netherlands,Yemen,G / FI,0.0,0,99,0,6,0,66,72,73,0
2000,Italy,Yemen,G / FA,0.0,0,0,0,0,1,0,1,0,0
2000,Ireland,Yemen,G / FI,0.0,0,1,0,0,2,0,2,0,0
2000,Hungary,Yemen,G / FI,2.0,0,1,0,0,1,2,3,0,0
2000,Spain,Yemen,G / FI,0.0,0,1,0,0,0,0,,0,0
2000,Denmark,Yemen,G / AR,0.0,0,0,1,0,0,0,1,1,0
2000,Denmark,Yemen,G / FI,0.0,0,2,0,0,1,0,1,0,0
2000,Germany,Yemen,G / RA,0.0,0,1,0,0,0,1,1,0,0
2000,Germany,Yemen,G / NA,88.0,0,104,4,5,149,2,160,35,0
2000,Switzerland,Yemen,G / CA,0.0,0,0,0,1,0,0,1,0,0
2000,Switzerland,Yemen,G / FI,84.0,0,99,5,14,57,1,77,122,0
2000,Belarus,Yemen,G / FI,0.0,0,1,0,0,0,0,,1,0
2000,Bulgaria,Yemen,G / FI,9.0,0,2,1,0,3,2,6,5,0
2000,Belgium,Yemen,G / FI,0.0,0,6,0,0,0,0,,0,0
2000,Azerbaijan,Yemen,U / FI,0.0,0,5,1,0,0,0,1,4,0
2000,Austria,Yemen,G / FA,0.0,0,1,0,0,0,1,1,0,0
2000,Ukraine,South Africa,G / FI,0.0,0,1,0,0,1,0,1,0,0
2000,Sweden,South Africa,G / FI,0.0,0,0,0,0,1,0,1,0,0
2000,Sweden,South Africa,G / AR,0.0,0,0,0,0,1,0,1,0,0
2000,Slovenia,South Africa,G / FI,0.0,0,1,0,0,0,0,,1,0
2000,Norway,South Africa,G / FI,0.0,0,1,0,0,0,0,,0,0
2000,Netherlands,South Africa,G / AR,0.0,0,0,0,0,1,0,1,2,0
2000,Netherlands,South Africa,G / FI,0.0,0,7,0,0,0,8,8,2,0
2000,Ireland,South Africa,G / FI,0.0,0,143,0,0,50,5,55,0,0
2000,France,South Africa,G / FI,0.0,0,5,0,0,5,0,5,0,0
2000,Finland,South Africa,G / FI,0.0,0,1,0,0,0,0,,0,0
2000,Spain,South Africa,G / FI,0.0,0,2,0,0,0,2,2,0,0
2000,Denmark,South Africa,G / FI,0.0,0,1,0,0,0,0,,1,0
2000,Germany,South Africa,G / RA,1.0,0,3,0,0,0,2,2,1,0
2000,Germany,South Africa,G / NA,0.0,0,2,0,0,1,8,9,1,0
2000,Switzerland,South Africa,G / FI,5.0,0,2,0,0,3,1,4,2,0
2000,Belgium,South Africa,G / FI,0.0,0,2,0,0,1,0,1,0,0
2000,Netherlands,Zambia,G / JR,0.0,0,0,0,0,0,0,,1,0
2000,Netherlands,Zambia,G / FI,0.0,0,1,0,0,0,1,1,0,0
2000,Ireland,Zambia,G / FI,0.0,0,1,0,0,0,0,,0,0
2000,Germany,Zambia,G / NA,0.0,0,1,0,1,0,0,1,0,0
2000,Bulgaria,Zambia,G / FI,2.0,0,0,1,0,1,0,2,0,0
2000,Sweden,Zimbabwe,G / AR,0.0,0,0,0,0,0,1,1,0,0
2000,Sweden,Zimbabwe,G / FI,0.0,0,1,0,0,1,1,2,0,0
2000,Norway,Zimbabwe,G / FI,0.0,0,0,0,0,1,0,1,0,0
2000,Netherlands,Zimbabwe,G / JR,0.0,0,0,0,0,0,0,,4,0
2000,Netherlands,Zimbabwe,G / AR,0.0,0,0,0,0,3,0,3,3,0
2000,Netherlands,Zimbabwe,G / FI,0.0,0,9,0,0,0,12,12,1,0
2000,Ireland,Zimbabwe,G / FI,0.0,0,25,0,0,3,1,4,0,0
2000,United Kingdom,Zimbabwe,G / BL,0.0,0,0,0,35,0,5,40,0,0
2000,United Kingdom,Zimbabwe,G / FI,0.0,0,1010,20,10,435,90,555,0,0
2000,Germany,Zimbabwe,G / RA,0.0,0,1,0,0,0,1,1,0,0
2000,Germany,Zimbabwe,G / NA,0.0,0,4,0,0,5,0,5,0,0
2000,Switzerland,Zimbabwe,G / FI,0.0,0,1,0,0,0,0,,1,0
2000,Belgium,Zimbabwe,G / FI,0.0,0,2,0,0,0,0,,0,0
2000,Austria,Zimbabwe,G / FA,0.0,0,1,0,0,0,1,1,0,0
2001,Ukraine,Afghanistan,G / FI,23.0,0,373,223,0,101,0,324,72,0
2001,Turkey,Afghanistan,U / FI,46.0,46,431,107,0,21,42,170,307,307
2001,Sweden,Afghanistan,G / AR,0.0,0,0,0,12,514,3,529,0,0
2001,Sweden,Afghanistan,G / FI,0.0,0,593,12,262,37,38,349,0,0
2001,Slovenia,Afghanistan,G / FI,238.0,238,66,0,0,0,296,296,8,8
2001,Slovakia,Afghanistan,G / FI,122.0,0,4315,7,0,12,2820,2839,1598,0
2001,Romania,Afghanistan,G / FI,0.0,0,787,10,7,769,3,789,0,0
2001,Portugal,Afghanistan,G / FI,0.0,0,19,0,3,1,4,8,0,0
2001,Poland,Afghanistan,G / AR,0.0,0,117,0,0,0,2,2,0,0
2001,Poland,Afghanistan,G / FI,0.0,0,415,13,0,117,300,430,0,0
2001,Norway,Afghanistan,G / FI,0.0,0,603,31,341,339,11,722,0,0
2001,Netherlands,Afghanistan,G / JR,1976.0,0,0,0,0,0,0,,3154,0
2001,Netherlands,Afghanistan,G / AR,4842.0,0,0,95,215,27,5295,5632,1693,0
2001,Netherlands,Afghanistan,G / FI,4113.0,0,3614,79,2018,1003,1693,4793,3047,0
2001,Malta,Afghanistan,G / FI,0.0,0,7,6,2,0,0,8,0,0
2001,Latvia,Afghanistan,G / FI,0.0,0,1,1,0,0,0,1,0,0
2001,Luxembourg,Afghanistan,G / FI,0.0,0,9,0,0,0,0,,0,0
2001,Lithuania,Afghanistan,G / FI,4.0,4,57,0,0,4,17,21,40,40
2001,Kazakhstan,Afghanistan,U / FI,0.0,0,11,11,0,0,0,11,0,0
2001,Kazakhstan,Afghanistan,G / FI,0.0,0,64,46,0,8,163,217,10,0
2001,Italy,Afghanistan,G / FA,0.0,0,299,81,2,373,0,456,0,0
2001,Iceland,Afghanistan,G / FI,3.0,0,1,0,0,3,0,3,1,0
2001,Ireland,Afghanistan,G / AR,0.0,0,0,1,0,0,0,1,0,0
2001,Ireland,Afghanistan,G / FI,0.0,0,27,2,0,6,9,17,0,0
2001,Hungary,Afghanistan,G / FI,430.0,0,4311,52,106,843,2635,3636,1105,0
2001,Croatia,Afghanistan,U / FI,0.0,0,11,0,0,0,11,11,0,0
2001,Croatia,Afghanistan,G / FI,1.0,0,7,0,0,6,1,7,1,0
2001,Greece,Afghanistan,G / FI,363.0,0,1459,17,6,183,19,225,1597,0
2001,United Kingdom,Afghanistan,G / FI,0.0,0,9000,2260,7370,1070,1460,12160,0,0
2001,France,Afghanistan,G / RA,0.0,0,0,10,0,0,0,10,0,0
2001,France,Afghanistan,G / FI,0.0,0,270,184,0,95,0,279,0,0
2001,Finland,Afghanistan,G / FI,0.0,0,25,2,35,0,19,56,0,0
2001,Estonia,Afghanistan,G / FI,0.0,0,1,0,0,0,0,,1,0
2001,Spain,Afghanistan,G / FI,0.0,0,73,15,2,28,3,48,0,0
2001,Denmark,Afghanistan,G / AR,16.0,0,0,7,17,23,0,47,16,0
2001,Denmark,Afghanistan,G / FI,503.0,0,2080,1493,184,45,0,1722,803,0
2001,Germany,Afghanistan,G / NA,3506.0,0,5837,2656,1519,972,168,5315,5020,0
2001,Germany,Afghanistan,G / RA,5723.0,0,5584,4576,670,34,1006,6286,5037,0
2001,Cyprus,Afghanistan,U / FI,1.0,1,12,2,0,0,0,2,11,11
2001,Switzerland,Afghanistan,G / CA,0.0,0,0,0,41,0,0,41,0,0
2001,Switzerland,Afghanistan,G / FI,621.0,0,530,226,130,136,71,563,729,0
2001,Belarus,Afghanistan,G / FI,235.0,0,139,85,0,25,51,161,213,0
2001,Bosnia and Herzegovina,Afghanistan,U / FI,1.0,1,3,0,0,2,2,4,0,0
2001,Bulgaria,Afghanistan,G / FI,428.0,0,1081,102,692,90,2,886,623,0
2001,Belgium,Afghanistan,G / AR,0.0,0,19,6,0,9,2,17,0,0
2001,Belgium,Afghanistan,G / FI,0.0,0,504,95,0,30,0,125,0,0
2001,Azerbaijan,Afghanistan,U / FI,843.0,300,359,226,0,45,0,271,931,330
2001,Austria,Afghanistan,G / FA,0.0,0,12955,432,0,335,0,767,0,0
2001,Armenia,Afghanistan,G / FI,0.0,0,4,0,0,4,0,4,0,0
2001,Ukraine,Angola,G / FI,0.0,0,26,0,0,0,0,,26,0
2001,Sweden,Angola,G / AR,0.0,0,0,0,2,0,0,2,0,0
2001,Sweden,Angola,G / FI,0.0,0,24,0,6,2,1,9,0,0
2001,Slovenia,Angola,G / FI,2.0,2,0,0,0,0,2,2,0,0
2001,Slovakia,Angola,G / FI,0.0,0,5,0,0,1,2,3,2,0
2001,Romania,Angola,G / FI,0.0,0,2,1,1,0,0,2,0,0
2001,Portugal,Angola,G / FI,0.0,0,45,0,3,1,23,27,0,0
2001,Poland,Angola,G / FI,0.0,0,3,0,0,0,0,,0,0
2001,Poland,Angola,G / AR,0.0,0,1,0,0,1,1,2,0,0
2001,Norway,Angola,G / FI,0.0,0,11,0,9,1,0,10,0,0
2001,Netherlands,Angola,G / JR,135.0,0,0,0,0,0,0,,580,0
2001,Netherlands,Angola,G / AR,1453.0,0,0,7,71,7,620,705,1653,0
2001,Netherlands,Angola,G / FI,1782.0,0,4111,0,215,952,611,1778,4173,0
2001,Italy,Angola,G / FA,0.0,0,31,16,6,4,0,26,0,0
2001,Ireland,Angola,G / AR,0.0,0,0,42,0,0,0,42,0,0
2001,Ireland,Angola,G / FI,0.0,0,151,44,3,108,47,202,0,0
2001,Hungary,Angola,G / FI,2.0,0,20,0,0,8,8,16,6,0
2001,Greece,Angola,G / FI,2.0,0,2,0,0,0,0,,4,0
2001,United Kingdom,Angola,G / FI,0.0,0,1025,100,495,475,185,1255,0,0
2001,France,Angola,G / RA,0.0,0,0,47,0,0,0,47,0,0
2001,France,Angola,G / AR,0.0,0,300,48,0,174,0,222,0,0
2001,France,Angola,G / FI,0.0,0,993,133,0,331,0,464,0,0
2001,Finland,Angola,G / FI,0.0,0,30,0,6,8,1,15,0,0
2001,Spain,Angola,G / FI,0.0,0,43,0,12,45,13,70,0,0
2001,Denmark,Angola,G / FI,0.0,0,2,0,0,0,0,,2,0
2001,Germany,Angola,G / RA,26.0,0,71,1,1,3,52,57,42,0
2001,Germany,Angola,G / NA,161.0,0,471,15,64,171,17,267,382,0
2001,Switzerland,Angola,G / CA,0.0,0,0,0,194,0,0,194,0,0
2001,Switzerland,Angola,G / FI,431.0,0,600,4,270,318,86,678,608,0
2001,Bosnia and Herzegovina,Angola,U / FI,0.0,0,1,0,0,0,1,1,0,0
2001,Belgium,Angola,G / AR,0.0,0,26,3,0,21,0,24,0,0
2001,Belgium,Angola,G / FI,0.0,0,303,12,0,41,0,53,0,0
2001,Austria,Angola,G / FA,0.0,0,32,10,0,14,0,24,0,0
2001,Sweden,Albania,G / AR,0.0,0,0,1,7,40,1,49,0,0
2001,Sweden,Albania,G / FI,0.0,0,165,1,8,66,6,81,0,0
2001,Portugal,Albania,G / FI,0.0,0,7,0,0,0,3,3,0,0
2001,Poland,Albania,G / FI,0.0,0,0,1,0,0,0,1,0,0
2001,Norway,Albania,G / FI,0.0,0,210,0,13,27,12,52,0,0
2001,Netherlands,Albania,G / JR,25.0,0,0,0,0,0,0,,40,0
2001,Netherlands,Albania,G / AR,89.0,0,0,3,8,1,67,79,46,0
2001,Netherlands,Albania,G / FI,61.0,0,139,0,0,73,86,159,41,0
2001,Luxembourg,Albania,G / FI,0.0,0,34,0,0,0,0,,0,0
2001,Italy,Albania,G / FA,0.0,0,84,22,36,92,0,150,0,0
2001,Iceland,Albania,G / AR,0.0,0,0,0,0,1,0,1,0,0
2001,Iceland,Albania,G / FI,1.0,0,6,0,0,1,1,2,5,0
2001,Ireland,Albania,G / AR,0.0,0,0,6,0,0,0,6,0,0
2001,Ireland,Albania,G / FI,0.0,0,118,6,1,27,61,95,0,0
2001,Hungary,Albania,G / FI,0.0,0,1,0,0,0,1,1,0,0
2001,Greece,Albania,G / FI,0.0,0,10,0,0,4,6,10,0,0
2001,United Kingdom,Albania,G / FI,0.0,0,1065,30,160,1120,400,1710,0,0
2001,France,Albania,G / RA,0.0,0,0,42,0,0,0,42,0,0
2001,France,Albania,G / AR,0.0,0,174,40,0,100,0,140,0,0
2001,France,Albania,G / FI,0.0,0,472,26,0,334,0,360,0,0
2001,Finland,Albania,G / FI,0.0,0,8,0,7,7,1,15,0,0
2001,Spain,Albania,G / FI,0.0,0,9,0,0,1,13,14,0,0
2001,Denmark,Albania,G / AR,11.0,0,0,0,3,20,0,23,11,0
2001,Denmark,Albania,G / FI,33.0,0,29,0,0,33,0,33,24,0
2001,Germany,Albania,G / RA,21.0,0,156,0,2,5,141,148,32,0
2001,Germany,Albania,G / NA,101.0,0,369,2,1,292,66,361,127,0
2001,Switzerland,Albania,G / CA,0.0,0,0,0,15,0,0,15,0,0
2001,Switzerland,Albania,G / FI,63.0,0,205,10,16,34,184,244,44,0
2001,Bosnia and Herzegovina,Albania,U / FI,0.0,0,3,0,0,0,2,2,1,1
2001,Bulgaria,Albania,G / FI,0.0,0,6,1,1,0,0,2,4,0
2001,Belgium,Albania,G / AR,0.0,0,39,5,0,15,0,20,0,0
2001,Belgium,Albania,G / FI,0.0,0,763,22,0,72,0,94,0,0
2001,Austria,Albania,G / FA,0.0,0,128,20,0,38,0,58,0,0
2001,Spain,Andorra,G / FI,0.0,0,1,0,0,0,1,1,0,0
2001,Switzerland,United Arab Emirates,G / FI,0.0,0,7,0,0,0,2,2,5,0
2001,Belgium,United Arab Emirates,G / FI,0.0,0,3,0,0,0,0,,0,0
2001,Sweden,Argentina,G / AR,0.0,0,0,0,2,0,0,2,0,0
2001,Sweden,Argentina,G / FI,0.0,0,3,0,0,5,0,5,0,0
2001,Netherlands,Argentina,G / AR,1.0,0,0,0,0,0,0,,1,0
2001,Liechtenstein,Argentina,G / FI,0.0,0,1,0,0,0,0,,1,0
2001,Spain,Argentina,G / FI,0.0,0,8,0,0,0,8,8,0,0
2001,Denmark,Argentina,G / FI,1.0,0,0,0,0,0,0,,1,0
2001,Switzerland,Argentina,G / FI,0.0,0,3,0,0,0,3,3,0,0
2001,Ukraine,Armenia,G / FI,0.0,0,46,37,0,5,0,42,4,0
2001,Sweden,Armenia,G / AR,0.0,0,0,0,37,49,13,99,0,0
2001,Sweden,Armenia,G / FI,0.0,0,183,0,21,102,18,141,0,0
2001,Slovenia,Armenia,G / FI,37.0,37,2,0,0,0,34,34,5,5
2001,Slovakia,Armenia,G / FI,5.0,0,29,0,0,8,23,31,3,0
2001,Portugal,Armenia,G / FI,0.0,0,1,0,0,0,1,1,0,0
2001,Poland,Armenia,G / AR,0.0,0,736,0,0,727,7,734,0,0
2001,Poland,Armenia,G / FI,0.0,0,635,0,0,878,74,952,0,0
2001,Norway,Armenia,G / FI,0.0,0,175,0,34,95,11,140,0,0
2001,Netherlands,Armenia,G / JR,143.0,0,0,0,0,0,0,,380,0
2001,Netherlands,Armenia,G / FI,445.0,0,529,0,45,394,341,780,222,0
2001,Netherlands,Armenia,G / AR,1340.0,0,0,14,42,13,497,566,1188,0
2001,Lithuania,Armenia,G / FI,1.0,1,0,0,0,1,0,1,0,0
2001,Liechtenstein,Armenia,G / FI,0.0,0,0,0,0,0,0,,8,0
2001,Italy,Armenia,G / FA,0.0,0,12,0,0,0,0,,0,0
2001,Iceland,Armenia,G / AR,0.0,0,0,0,0,2,0,2,0,0
2001,Ireland,Armenia,G / AR,0.0,0,0,5,0,0,0,5,0,0
2001,Ireland,Armenia,G / FI,0.0,0,13,0,0,20,11,31,0,0
2001,Hungary,Armenia,G / FI,28.0,0,37,11,2,21,23,57,8,0
2001,Greece,Armenia,G / FI,0.0,0,1,0,1,0,0,1,0,0
2001,France,Armenia,G / RA,0.0,0,0,64,0,0,0,64,0,0
2001,France,Armenia,G / AR,0.0,0,332,67,0,156,0,223,0,0
2001,France,Armenia,G / FI,0.0,0,544,16,0,383,0,399,0,0
2001,Finland,Armenia,G / FI,0.0,0,8,0,7,2,9,18,0,0
2001,Estonia,Armenia,G / FI,1.0,0,2,0,0,0,0,,3,0
2001,Spain,Armenia,G / FI,0.0,0,167,28,8,272,195,503,0,0
2001,Denmark,Armenia,G / FI,101.0,0,44,0,5,142,0,147,10,0
2001,Denmark,Armenia,G / AR,109.0,0,0,4,6,179,0,189,29,0
2001,Germany,Armenia,G / RA,69.0,0,326,4,3,10,323,340,60,0
2001,Germany,Armenia,G / NA,275.0,0,913,14,12,813,56,895,362,0
2001,Cyprus,Armenia,U / FI,0.0,0,3,0,0,0,0,,3,3
2001,Switzerland,Armenia,G / CA,0.0,0,0,0,12,0,0,12,0,0
2001,Switzerland,Armenia,G / FI,232.0,0,318,0,19,174,135,328,258,0
2001,Belarus,Armenia,G / FI,1.0,0,3,0,0,0,0,,4,0
2001,Bulgaria,Armenia,G / FI,326.0,0,160,0,4,401,3,408,78,0
2001,Belgium,Armenia,G / AR,0.0,0,22,0,0,43,3,46,0,0
2001,Belgium,Armenia,G / FI,0.0,0,571,0,0,45,0,45,0,0
2001,Austria,Armenia,G / FA,0.0,0,1235,6,0,108,0,114,0,0
2001,Denmark,Antigua and Barbuda,G / FI,0.0,0,0,0,0,0,0,,1,0
2001,Sweden,Australia,G / FI,0.0,0,1,0,0,1,0,1,0,0
2001,Netherlands,Australia,G / FI,0.0,0,1,0,0,0,1,1,0,0
2001,Netherlands,Austria,G / FI,0.0,0,1,0,0,0,1,1,0,0
2001,Netherlands,Austria,G / AR,1.0,0,0,0,0,0,1,1,0,0
2001,Switzerland,Austria,G / FI,1.0,0,0,0,0,0,0,,1,0
2001,Ukraine,Azerbaijan,G / FI,6.0,0,89,72,0,10,5,87,8,0
2001,Sweden,Azerbaijan,G / AR,0.0,0,0,0,4,10,0,14,0,0
2001,Sweden,Azerbaijan,G / FI,0.0,0,158,3,1,39,4,47,0,0
2001,Slovenia,Azerbaijan,G / FI,4.0,4,0,0,0,0,3,3,1,1
2001,Slovakia,Azerbaijan,G / FI,0.0,0,1,0,0,0,1,1,0,0
2001,Poland,Azerbaijan,G / AR,0.0,0,67,0,0,34,6,40,0,0
2001,Poland,Azerbaijan,G / FI,0.0,0,70,0,0,76,62,138,0,0
2001,Norway,Azerbaijan,G / FI,0.0,0,100,0,20,32,9,61,0,0
2001,Netherlands,Azerbaijan,G / JR,197.0,0,0,0,0,0,0,,685,0
2001,Netherlands,Azerbaijan,G / FI,807.0,0,634,4,63,550,453,1070,430,0
2001,Netherlands,Azerbaijan,G / AR,2631.0,0,0,11,37,9,808,865,2602,0
2001,Luxembourg,Azerbaijan,G / FI,0.0,0,5,0,0,0,0,,0,0
2001,Liechtenstein,Azerbaijan,G / FI,0.0,0,3,0,0,0,0,,0,0
2001,Italy,Azerbaijan,G / FA,0.0,0,4,0,0,0,0,,0,0
2001,Ireland,Azerbaijan,G / FI,0.0,0,14,1,0,11,7,19,0,0
2001,Hungary,Azerbaijan,G / FI,0.0,0,4,0,0,3,1,4,0,0
2001,Greece,Azerbaijan,G / FI,2.0,0,5,0,0,5,1,6,1,0
2001,France,Azerbaijan,G / RA,0.0,0,0,49,0,0,0,49,0,0
2001,France,Azerbaijan,G / AR,0.0,0,136,0,0,0,0,,0,0
2001,France,Azerbaijan,G / FI,0.0,0,253,12,0,146,0,158,0,0
2001,Finland,Azerbaijan,G / FI,0.0,0,2,0,11,0,1,12,0,0
2001,Spain,Azerbaijan,G / FI,0.0,0,18,0,3,36,14,53,0,0
2001,Denmark,Azerbaijan,G / FI,58.0,0,27,10,2,43,0,55,34,0
2001,Denmark,Azerbaijan,G / AR,72.0,0,0,13,6,34,0,53,77,0
2001,Germany,Azerbaijan,G / RA,40.0,0,203,6,1,11,174,192,49,0
2001,Germany,Azerbaijan,G / NA,740.0,0,1645,274,34,1053,48,1409,874,0
2001,Cyprus,Azerbaijan,U / FI,0.0,0,7,0,0,2,0,2,5,5
2001,Switzerland,Azerbaijan,G / FI,65.0,0,102,0,0,30,37,67,85,0
2001,Belarus,Azerbaijan,G / FI,30.0,0,4,3,0,4,1,8,26,0
2001,Bulgaria,Azerbaijan,G / FI,18.0,0,1,0,2,0,0,2,17,0
2001,Belgium,Azerbaijan,G / AR,0.0,0,3,0,0,12,0,12,0,0
2001,Belgium,Azerbaijan,G / FI,0.0,0,148,2,0,10,0,12,0,0
2001,Austria,Azerbaijan,G / FA,0.0,0,85,5,0,8,0,13,0,0
2001,Armenia,Azerbaijan,G / FI,0.0,0,1,1,0,0,0,1,0,0
2001,Ukraine,Burundi,G / FI,0.0,0,1,1,0,0,0,1,0,0
2001,Turkey,Burundi,U / FI,0.0,0,2,0,0,0,0,,2,2
2001,Sweden,Burundi,G / AR,0.0,0,0,0,0,3,0,3,0,0
2001,Sweden,Burundi,G / FI,0.0,0,61,0,16,2,0,18,0,0
2001,Romania,Burundi,G / FI,0.0,0,1,0,0,1,0,1,0,0
2001,Poland,Burundi,G / FI,0.0,0,0,0,0,0,2,2,0,0
2001,Norway,Burundi,G / FI,0.0,0,30,0,10,40,0,50,0,0
2001,Netherlands,Burundi,G / JR,30.0,0,0,0,0,0,0,,205,0
2001,Netherlands,Burundi,G / AR,237.0,0,0,5,18,2,238,263,111,0
2001,Netherlands,Burundi,G / FI,205.0,0,427,1,269,43,83,396,253,0
2001,Italy,Burundi,G / FA,0.0,0,8,0,0,0,0,,0,0
2001,Ireland,Burundi,G / AR,0.0,0,0,2,0,0,0,2,0,0
2001,Ireland,Burundi,G / FI,0.0,0,7,3,1,12,4,20,0,0
2001,Hungary,Burundi,G / FI,0.0,0,2,0,0,0,0,,2,0
2001,Greece,Burundi,G / FI,3.0,0,5,0,2,0,0,2,6,0
2001,United Kingdom,Burundi,G / FI,0.0,0,615,225,250,380,245,1100,0,0
2001,France,Burundi,G / RA,0.0,0,0,3,0,0,0,3,0,0
2001,France,Burundi,G / FI,0.0,0,54,31,0,23,0,54,0,0
2001,Finland,Burundi,G / FI,0.0,0,1,0,0,0,1,1,0,0
2001,Spain,Burundi,G / FI,0.0,0,4,0,0,1,0,1,0,0
2001,Denmark,Burundi,G / AR,0.0,0,0,0,0,1,0,1,0,0
2001,Denmark,Burundi,G / FI,12.0,0,36,1,11,1,0,13,29,0
2001,Germany,Burundi,G / RA,0.0,0,3,0,0,0,3,3,0,0
2001,Germany,Burundi,G / NA,12.0,0,59,10,0,32,2,44,25,0
2001,Switzerland,Burundi,G / FI,20.0,0,41,0,0,19,2,21,32,0
2001,Bulgaria,Burundi,G / FI,3.0,0,0,1,0,0,0,1,2,0
2001,Belgium,Burundi,G / AR,0.0,0,69,22,0,111,7,140,0,0
2001,Belgium,Burundi,G / FI,0.0,0,255,54,0,74,0,128,0,0
2001,Austria,Burundi,G / FA,0.0,0,2,4,0,1,0,5,0,0
2001,Sweden,Belgium,G / FI,0.0,0,1,0,0,1,0,1,0,0
2001,Norway,Belgium,G / FI,0.0,0,7,0,0,0,0,,0,0
2001,Netherlands,Belgium,G / FI,1.0,0,4,0,0,0,5,5,0,0
2001,Ireland,Belgium,G / FI,0.0,0,0,0,1,1,3,5,0,0
2001,Germany,Belgium,G / NA,0.0,0,1,0,0,1,0,1,0,0
2001,Switzerland,Belgium,G / FI,0.0,0,1,0,0,0,0,,1,0
2001,Sweden,Benin,G / FI,0.0,0,1,0,0,1,0,1,0,0
2001,Norway,Benin,G / FI,0.0,0,1,0,0,0,0,,0,0
2001,Netherlands,Benin,G / JR,0.0,0,0,0,0,0,0,,6,0
2001,Netherlands,Benin,G / AR,4.0,0,0,0,0,0,3,3,6,0
2001,Netherlands,Benin,G / FI,18.0,0,102,0,3,37,11,51,71,0
2001,Ireland,Benin,G / FI,0.0,0,8,0,0,1,4,5,0,0
2001,France,Benin,G / FI,0.0,0,22,0,0,0,0,,0,0
2001,Spain,Benin,G / FI,0.0,0,4,0,0,0,4,4,0,0
2001,Denmark,Benin,G / AR,0.0,0,0,0,0,1,0,1,0,0
2001,Denmark,Benin,G / FI,1.0,0,1,0,0,2,0,2,0,0
2001,Germany,Benin,G / RA,0.0,0,5,0,0,0,4,4,2,0
2001,Germany,Benin,G / NA,10.0,0,121,0,0,110,5,115,19,0
2001,Switzerland,Benin,G / FI,0.0,0,29,0,0,3,4,7,22,0
2001,Bulgaria,Benin,G / FI,0.0,0,2,0,1,0,0,1,1,0
2001,Belgium,Benin,G / AR,0.0,0,1,0,0,0,0,,0,0
2001,Belgium,Benin,G / FI,0.0,0,17,0,0,2,0,2,0,0
2001,Austria,Benin,G / FA,0.0,0,3,0,0,4,0,4,0,0
2001,Ukraine,Burkina Faso,G / FI,0.0,0,2,0,0,1,0,1,1,0
2001,Sweden,Burkina Faso,G / FI,0.0,0,2,0,0,1,0,1,0,0
2001,Romania,Burkina Faso,G / FI,0.0,0,1,0,0,2,0,2,0,0
2001,Norway,Burkina Faso,G / FI,0.0,0,1,0,0,0,0,,0,0
2001,Netherlands,Burkina Faso,G / JR,0.0,0,0,0,0,0,0,,8,0
2001,Netherlands,Burkina Faso,G / AR,11.0,0,0,0,0,0,11,11,15,0
2001,Netherlands,Burkina Faso,G / FI,19.0,0,23,0,1,20,8,29,14,0
2001,Italy,Burkina Faso,G / FA,0.0,0,1,0,0,0,0,,0,0
2001,Ireland,Burkina Faso,G / FI,0.0,0,3,0,0,1,3,4,0,0
2001,Hungary,Burkina Faso,G / FI,1.0,0,1,0,1,1,0,2,0,0
2001,France,Burkina Faso,G / FI,0.0,0,21,0,0,0,0,,0,0
2001,Spain,Burkina Faso,G / FI,0.0,0,2,2,0,1,1,4,0,0
2001,Germany,Burkina Faso,G / RA,2.0,0,13,0,0,1,13,14,1,0
2001,Germany,Burkina Faso,G / NA,161.0,0,449,1,4,470,5,480,113,0
2001,Switzerland,Burkina Faso,G / FI,21.0,0,64,0,0,32,21,53,32,0
2001,Belgium,Burkina Faso,G / AR,0.0,0,0,0,0,0,1,1,0,0
2001,Belgium,Burkina Faso,G / FI,0.0,0,18,2,0,2,0,4,0,0
2001,Austria,Burkina Faso,G / FA,0.0,0,3,0,0,0,0,,0,0
2001,Ukraine,Bangladesh,G / FI,0.0,0,6,0,0,6,0,6,0,0
2001,Sweden,Bangladesh,G / AR,0.0,0,0,1,23,31,3,58,0,0
2001,Sweden,Bangladesh,G / FI,0.0,0,137,0,7,80,9,96,0,0
2001,Slovenia,Bangladesh,G / FI,234.0,234,26,0,0,0,252,252,8,8
2001,Slovakia,Bangladesh,G / FI,2.0,0,429,0,0,5,224,229,202,0
2001,Romania,Bangladesh,G / FI,0.0,0,30,0,0,33,0,33,0,0
